x,y
50.0,0.2702556877702496
49.4,0.2697565552520454
48.8,0.26924452988233605
48.199999999999996,0.2687191196732399
47.599999999999994,0.26817980793505
46.99999999999999,0.2676260517453085
46.39999999999999,0.2670572803054903
45.79999999999999,0.26647181521175367
45.19999999999999,0.26587117979415276
44.59999999999999,0.26525363114543005
43.999999999999986,0.2646239903603662
43.399999999999984,0.26397065920661567
42.79999999999998,0.2632981988599591
42.19999999999998,0.26260421096011594
41.59999999999998,0.2618909916635023
40.99999999999998,0.2611560309418657
40.39999999999998,0.2603983562652251
39.799999999999976,0.2596169382503509
39.199999999999974,0.25881068658961187
38.59999999999997,0.257978445637844
37.99999999999997,0.2571189896246565
37.39999999999997,0.25623101745617294
36.79999999999997,0.255313147066413
36.19999999999997,0.2543639092743007
35.599999999999966,0.2533817410976002
34.999999999999964,0.2523649784698733
34.39999999999996,0.2513118483007709
33.79999999999996,0.25022099180186286
33.19999999999996,0.24908931670750076
32.59999999999996,0.24791520959101776
31.999999999999957,0.24669636624698757
31.399999999999956,0.2454303213170547
30.799999999999955,0.24411443474489247
30.199999999999953,0.24274587693335198
29.59999999999995,0.24132161246959857
28.99999999999995,0.2398383822703056
28.39999999999995,0.23829268398418793
27.799999999999947,0.2366807504733768
27.199999999999946,0.23499852617851605
26.599999999999945,0.23324164115525536
25.999999999999943,0.23140538255245438
25.39999999999994,0.22947673067937904
24.79999999999994,0.2274660238792854
24.19999999999994,0.2253594181322486
23.599999999999937,0.22315048368142332
22.999999999999936,0.2208322577952039
22.399999999999935,0.2183971953274804
21.799999999999933,0.21583711485957358
21.199999999999932,0.2131431402364436
20.59999999999993,0.2103056374004575
