x,y
55.0,0.3109927235082459
54.0,0.31172189454869426
53.0,0.31248181569088357
52.0,0.3132741483230486
51.0,0.31410065773996676
50.0,0.31496321990001147
49.0,0.31586382853869494
48.0,0.3168046026301333
47.0,0.31778779417883996
46.0,0.3188147753753515
45.0,0.3198895635602907
44.0,0.3210149575798497
43.0,0.3221932722053665
42.0,0.32342561071010995
41.0,0.32471907670578837
40.0,0.32607515073746346
39.0,0.3274974506580509
38.0,0.32898980040352815
37.0,0.3305562352619034
36.0,0.33220100530190905
35.0,0.33392857632972817
34.0,0.3357436275921705
33.0,0.33765104526438483
32.0,0.3396559105446488
31.0,0.34176348092380776
30.0,0.3439791628965256
29.0,0.34630847403262166
28.0,0.3487569919256813
27.0,0.3513302870832777
26.0,0.3540338363224541
25.0,0.3568729126960064
24.0,0.35985244742162203
23.0,0.3629768587512551
22.0,0.366249842259508
21.0,0.3696741167296043
20.0,0.37325111979415787
19.0,0.3769806479094263
18.0,0.3808604363247237
17.0,0.3848856767302591
16.0,0.38904847356138395
15.0,0.3933372448807312
14.0,0.3977360807322243
13.0,0.40222408117436814
12.0,0.4067747079832369
11.0,0.41135519804529463
10.0,0.41592610194467583
9.0,0.4204410265856298
8.0,0.4248466732608441
7.0,0.4290832686856175
6.0,0.4330854816207727
