,x,y
0,0.1,1.000053507998559
1,0.149,1.000053507998559
2,0.198,1.000053507998559
3,0.247,1.000053507998559
4,0.296,1.000053507998559
5,0.3450000000000001,1.000053507998559
6,0.3940000000000001,1.000053507998559
7,0.443,1.000053507998559
8,0.4920000000000001,1.000053507998559
9,0.5410000000000001,1.000053507998559
10,0.5900000000000002,1.000053507998559
11,0.6390000000000001,1.000053507998559
12,0.6880000000000002,1.000053507998559
13,0.7370000000000002,1.000053507998559
14,0.7860000000000001,1.000053507998559
15,0.8350000000000002,1.000053507998559
16,0.8840000000000002,1.000053507998559
17,0.9330000000000004,1.000053507998559
18,0.9820000000000004,1.000053507998559
19,1.0310000000000004,1.000053507998559
20,1.0800000000000003,1.000053507998559
21,1.1290000000000004,1.000053507998559
22,1.1780000000000004,1.000053507998559
23,1.2270000000000003,1.000053507998559
24,1.2760000000000005,1.000053507998559
25,1.3250000000000004,1.000053507998559
26,1.3740000000000006,1.000053507998559
27,1.4230000000000005,1.000053507998559
28,1.4720000000000004,1.000053507998559
29,1.5210000000000006,1.000053507998559
30,1.5700000000000005,1.000053507998559
31,1.6190000000000009,1.000053507998559
32,1.6680000000000006,1.000053507998559
33,1.7170000000000003,1.000053507998559
34,1.766000000000001,1.000053507998559
35,1.8150000000000008,1.000053507998559
36,1.8640000000000008,1.000053507998559
37,1.9130000000000007,1.000053507998559
38,1.9620000000000009,1.000053507998559
39,2.011000000000001,1.000053507998559
40,2.0600000000000005,1.000053507998559
41,2.109000000000001,1.000053507998559
42,2.158000000000001,1.000053507998559
43,2.2070000000000007,1.000053507998559
44,2.2560000000000007,1.000053507998559
45,2.3050000000000006,1.000053507998559
46,2.354000000000001,1.000053507998559
47,2.403000000000001,1.000053507998559
48,2.452000000000001,1.000053507998559
49,2.501000000000001,1.000053507998559
50,2.5500000000000007,1.000053507998559
51,2.599000000000001,1.000053507998559
52,2.648000000000001,1.000053507998559
53,2.697000000000001,1.000053507998559
54,2.746000000000001,1.000053507998559
55,2.795000000000001,1.000053507998559
56,2.8440000000000007,1.000053507998559
57,2.893000000000001,1.000053507998559
58,2.942000000000001,1.000053507998559
59,2.991000000000001,1.000053507998559
60,3.040000000000001,1.000053507998559
61,3.089000000000001,1.000053507998559
62,3.138000000000001,1.000053507998559
63,3.187000000000001,1.000053507998559
64,3.236000000000001,1.000053507998559
65,3.285000000000001,1.000053507998559
66,3.334000000000001,1.000053507998559
67,3.3830000000000013,1.000053507998559
68,3.4320000000000013,1.000053507998559
69,3.481000000000001,1.000053507998559
70,3.530000000000001,1.000053507998559
71,3.579000000000001,1.000053507998559
72,3.6280000000000014,1.000053507998559
73,3.6770000000000014,1.000053507998559
74,3.726000000000001,1.000053507998559
75,3.775000000000001,1.000053507998559
76,3.824000000000001,1.000053507998559
77,3.873000000000001,1.000053507998559
78,3.9220000000000015,1.000053507998559
79,3.9710000000000014,1.000053507998559
80,4.020000000000001,1.000053507998559
81,4.069000000000001,1.000053507998559
82,4.118000000000001,1.000053507998559
83,4.167000000000001,1.000053507998559
84,4.216000000000001,1.000053507998559
85,4.265000000000001,1.000053507998559
86,4.314000000000001,1.000053507998559
87,4.363000000000001,1.000053507998559
88,4.412000000000001,1.000053507998559
89,4.461000000000001,1.000053507998559
90,4.510000000000001,1.000053507998559
91,4.559000000000001,1.000053507998559
92,4.608000000000001,1.000053507998559
93,4.657000000000001,1.000053507998559
94,4.706000000000001,1.000053507998559
95,4.755000000000001,1.000053507998559
96,4.804000000000001,1.000053507998559
97,4.8530000000000015,1.000053507998559
98,4.902000000000001,1.000053507998559
99,4.951000000000001,1.000053507998559
