x,y
0.1,-0.5689492918928469
0.198,-0.5687249115053912
0.29600000000000004,-0.5684629803704164
0.394,-0.5681553067592885
0.492,-0.5677122263304316
0.59,-0.5673490074582617
0.6880000000000001,-0.5669756914359798
0.786,-0.5666015588184923
0.884,-0.5662336456973304
0.982,-0.5658773889765251
1.08,-0.5655360758829855
1.1780000000000002,-0.5652117399831094
1.2760000000000002,-0.5649045359390568
1.374,-0.5646163215633551
1.4720000000000002,-0.5643149032083248
1.57,-0.5640617641664193
1.6680000000000001,-0.5638249988533118
1.7660000000000002,-0.5636036422807369
1.864,-0.5633966692026261
1.9620000000000002,-0.5632031000296901
2.06,-0.5630219377697141
2.1580000000000004,-0.5628522465799333
2.2560000000000002,-0.5627346915715263
2.354,-0.5625854019105587
2.4520000000000004,-0.5624451219014823
2.5500000000000003,-0.5623131533108794
2.648,-0.562185313975782
2.746,-0.5620681027423414
2.8440000000000003,-0.5619574386157467
2.942,-0.5618614862472848
3.04,-0.561762478282169
3.1380000000000003,-0.5616686712967482
3.236,-0.5615796917389186
3.334,-0.5614951981595142
3.4320000000000004,-0.5614148782344808
3.5300000000000002,-0.5613467495915614
3.628,-0.561264474643034
3.7260000000000004,-0.5611950604597055
3.8240000000000003,-0.5611288107010974
3.922,-0.5610655225467133
4.02,-0.5610050093432809
4.117999999999999,-0.5609469498127191
4.216,-0.5608914840247429
4.314,-0.5608377497201642
4.412,-0.5607934994391837
4.51,-0.5607445261301827
4.608,-0.5606974738768753
4.7059999999999995,-0.5606522348858192
4.804,-0.5606087090425892
4.902,-0.560566803262919
