x,y
0.02,0.0
0.03293333333333333,2.7755575615628914e-17
0.04586666666666665,2.7755575615628914e-17
0.05879999999999999,8.326672684688674e-17
0.07173333333333332,5.551115123125783e-17
0.08466666666666664,4.163336342344337e-17
0.09759999999999998,2.0816681711721685e-17
0.1105333333333333,3.2959746043559335e-17
0.12346666666666663,3.2959746043559335e-17
0.13639999999999994,3.469446951953614e-17
0.14933333333333326,2.0816681711721685e-17
0.1622666666666666,4.163336342344337e-17
0.17519999999999994,1.3877787807814457e-17
0.18813333333333326,1.3877787807814457e-17
0.2010666666666666,2.7755575615628914e-17
0.2139999999999999,2.7755575615628914e-17
0.2269333333333332,2.7755575615628914e-17
0.23986666666666656,2.7755575615628914e-17
0.2527999999999999,1.3877787807814457e-17
0.2657333333333332,2.7755575615628914e-17
0.27866666666666656,0.0
0.2915999999999999,2.7755575615628914e-17
0.3045333333333332,4.163336342344337e-17
0.31746666666666656,1.3877787807814457e-17
0.3303999999999999,1.3877787807814457e-17
0.3433333333333332,0.0
0.35626666666666656,1.3877787807814457e-17
0.36919999999999986,0.0
0.3821333333333332,1.3877787807814457e-17
0.3950666666666665,0.0
0.4079999999999999,1.3877787807814457e-17
0.42093333333333316,1.3877787807814457e-17
0.43386666666666646,2.7755575615628914e-17
0.4467999999999999,0.0
0.4597333333333331,1.3877787807814457e-17
0.4726666666666665,2.7755575615628914e-17
0.4855999999999998,2.7755575615628914e-17
0.4985333333333332,1.3877787807814457e-17
0.5114666666666664,1.3877787807814457e-17
0.5243999999999998,2.7755575615628914e-17
0.5373333333333331,-6.938893903907228e-18
0.5502666666666665,2.0816681711721685e-17
0.5631999999999998,1.3877787807814457e-17
0.5761333333333332,2.0816681711721685e-17
0.5890666666666664,6.938893903907228e-18
0.6019999999999998,6.938893903907228e-18
0.6149333333333331,6.938893903907228e-18
0.6278666666666665,6.938893903907228e-18
0.6407999999999998,0.0
0.653733333333333,1.3877787807814457e-17
