,p,q,err
143,-0.94,-0.73,0.00836053147923272
144,-0.94,-0.7,0.0049530887038748
145,-0.94,-0.67,0.00200402457170602
146,-0.94,-0.64,0.000525899320988789
147,-0.94,-0.61,0.00267407010158938
148,-0.94,-0.58,0.00447605204918627
149,-0.94,-0.55,0.0059656144654536
150,-0.94,-0.52,0.00717475899554643
151,-0.94,-0.49,0.00813374641202839
152,-0.94,-0.46,0.00887112287870085
153,-0.94,-0.429999999999999,0.00941374569865728
154,-0.94,-0.4,0.00978680856723914
155,-0.94,-0.369999999999999,0.0100138663316918
156,-0.94,-0.339999999999999,0.0101168592790825
157,-0.94,-0.309999999999999,0.010116136950602
158,-0.94,-0.279999999999999,0.0100304815087185
159,-0.94,-0.249999999999999,0.00987713064979882
160,-0.94,-0.219999999999999,0.00967180008624399
161,-0.94,-0.189999999999999,0.00942870560261938
162,-0.94,-0.159999999999999,0.0091605846924489
163,-0.94,-0.129999999999999,0.00887871778942196
164,-0.94,-0.0999999999999992,0.00859294910293622
165,-0.94,-0.0699999999999992,0.00831170705892622
166,-0.94,-0.0399999999999991,0.00804202436406845
167,-0.94,-0.00999999999999912,0.00778955769819708
168,-0.94,0.0200000000000009,0.00755860703850172
169,-0.94,0.0500000000000009,0.00735213463129171
170,-0.94,0.080000000000001,0.00717178361721776
171,-0.94,0.110000000000001,0.0070178963074302
172,-0.94,0.140000000000001,0.00688953213573875
173,-0.94,0.170000000000001,0.00678448528246437
174,-0.94,0.200000000000001,0.00669930197329543
175,-0.94,0.230000000000001,0.00662929747551826
176,-0.94,0.260000000000001,0.00656857278376961
177,-0.94,0.290000000000001,0.00651003100239744
178,-0.94,0.320000000000001,0.00644539345080675
179,-0.94,0.350000000000001,0.00636521546419584
180,-0.94,0.380000000000001,0.00625890192776213
181,-0.94,0.410000000000001,0.00611472253191343
182,-0.94,0.440000000000001,0.00591982676124166
183,-0.94,0.470000000000001,0.00566025861875271
184,-0.94,0.500000000000001,0.00532097109413106
185,-0.94,0.530000000000001,0.00488584038813762
186,-0.94,0.560000000000001,0.00433767987598565
187,-0.94,0.590000000000001,0.00365825384470623
188,-0.94,0.620000000000001,0.00282829099100201
189,-0.94,0.650000000000001,0.0018274976801244
190,-0.94,0.680000000000002,0.000634570988423625
191,-0.94,0.710000000000002,0.000772788473454113
192,-0.94,0.740000000000002,0.00241786396238532
193,-0.94,0.770000000000002,0.00432491021411666
194,-0.94,0.800000000000002,0.00651914125274848
195,-0.94,0.830000000000002,0.00902671841639881
196,-0.94,0.860000000000002,0.0118747385731714
197,-0.94,0.890000000000002,0.0150912225322173
198,-0.94,0.920000000000002,0.0187051036514539
199,-0.94,0.950000000000002,0.022746216622082
200,-0.94,0.980000000000002,0.0272452864460579
201,-0.91,-1,0.0610823473718664
202,-0.91,-0.97,0.0518857667580132
203,-0.91,-0.94,0.0435725598517946
204,-0.91,-0.91,0.0360857608603651
205,-0.91,-0.88,0.0293705337566757
206,-0.91,-0.85,0.0233741382585409
207,-0.91,-0.82,0.0180458965010849
208,-0.91,-0.79,0.0133371603832663
209,-0.91,-0.76,0.00920127957484717
210,-0.91,-0.73,0.00559357016974769
211,-0.91,-0.7,0.00247128396355399
212,-0.91,-0.67,0.000206421650164089
213,-0.91,-0.64,0.0024785131848691
214,-0.91,-0.61,0.00438210998169577
215,-0.91,-0.58,0.0059525125521023
216,-0.91,-0.55,0.00722323037107703
217,-0.91,-0.52,0.00822600911209247
218,-0.91,-0.49,0.00899085735814919
219,-0.91,-0.46,0.00954607278464606
220,-0.91,-0.429999999999999,0.0099182678366149
221,-0.91,-0.4,0.0101323949062146
222,-0.91,-0.369999999999999,0.0102117710218113
223,-0.91,-0.339999999999999,0.0101781020661412
224,-0.91,-0.309999999999999,0.0100515065234971
225,-0.91,-0.279999999999999,0.00985053877866289
226,-0.91,-0.249999999999999,0.00959221196486043
227,-0.91,-0.219999999999999,0.00929202038416311
228,-0.91,-0.189999999999999,0.00896396149861259
229,-0.91,-0.159999999999999,0.00862055750868811
230,-0.91,-0.129999999999999,0.00827287652364869
231,-0.91,-0.0999999999999992,0.00793055333901432
232,-0.91,-0.0699999999999992,0.00760180982182176
233,-0.91,-0.0399999999999991,0.00729347491807408
234,-0.91,-0.00999999999999912,0.0070110042905621
235,-0.91,0.0200000000000009,0.00675849959233052
236,-0.91,0.0500000000000009,0.0065387273828452
237,-0.91,0.080000000000001,0.00635313770538083
238,-0.91,0.110000000000001,0.0062018823126501
239,-0.91,0.140000000000001,0.00608383256900968
240,-0.91,0.170000000000001,0.00599659702850458
241,-0.91,0.200000000000001,0.00593653868740304
242,-0.91,0.230000000000001,0.00589879193291662
243,-0.91,0.260000000000001,0.00587727918381874
244,-0.91,0.290000000000001,0.00586472723544053
245,-0.91,0.320000000000001,0.00585268331484599
246,-0.91,0.350000000000001,0.00583153084147219
247,-0.91,0.380000000000001,0.00579050492584651
248,-0.91,0.410000000000001,0.00571770757682781
249,-0.91,0.440000000000001,0.00560012265816757
250,-0.91,0.470000000000001,0.00542363057033569
251,-0.91,0.500000000000001,0.00517302268458239
252,-0.91,0.530000000000001,0.00483201552563605
253,-0.91,0.560000000000001,0.00438326470454417
254,-0.91,0.590000000000001,0.00380837861954765
255,-0.91,0.620000000000001,0.00308793191553345
256,-0.91,0.650000000000001,0.0022014787145521
257,-0.91,0.680000000000002,0.00112756562399972
258,-0.91,0.710000000000002,0.000156255476813292
259,-0.91,0.740000000000002,0.00167341486264005
260,-0.91,0.770000000000002,0.0034483126108607
261,-0.91,0.800000000000002,0.00550630643894704
262,-0.91,0.830000000000002,0.00787369975939699
263,-0.91,0.860000000000002,0.010577729924419
264,-0.91,0.890000000000002,0.0136465566680309
265,-0.91,0.920000000000002,0.0171092507381096
266,-0.91,0.950000000000002,0.0209957827122813
267,-0.91,0.980000000000002,0.0253370119976223
268,-0.88,-1,0.0554608913439124
269,-0.88,-0.97,0.0466710617118492
270,-0.88,-0.94,0.0387485955739899
271,-0.88,-0.91,0.0316368347231058
272,-0.88,-0.88,0.0252812458465751
273,-0.88,-0.85,0.0196293866073013
274,-0.88,-0.82,0.0146308724147464
275,-0.88,-0.79,0.0102373438729075
276,-0.88,-0.76,0.00640243487790354
277,-0.88,-0.73,0.00308174136729035
278,-0.88,-0.7,0.000232790687946991
279,-0.88,-0.67,0.00218498841971882
280,-0.88,-0.64,0.00421029523898924
281,-0.88,-0.61,0.00587998591446663
282,-0.88,-0.58,0.00722910171082135
283,-0.88,-0.55,0.00829089672539214
284,-0.88,-0.52,0.00909686504577172
285,-0.88,-0.49,0.00967676738116497
286,-0.88,-0.46,0.0100586571743743
287,-0.88,-0.429999999999999,0.0102689061998452
288,-0.88,-0.4,0.0103322296741965
289,-0.88,-0.369999999999999,0.0102717108737139
290,-0.88,-0.339999999999999,0.010108825282722
291,-0.88,-0.309999999999999,0.00986346427538044
292,-0.88,-0.279999999999999,0.00955395834789198
293,-0.88,-0.249999999999999,0.00919709990365723
294,-0.88,-0.219999999999999,0.00880816561090887
295,-0.88,-0.189999999999999,0.00840093833142833
296,-0.88,-0.159999999999999,0.00798772864044991
297,-0.88,-0.129999999999999,0.00757939593914827
298,-0.88,-0.0999999999999992,0.00718536917286674
299,-0.88,-0.0699999999999992,0.00681366716284071
300,-0.88,-0.0399999999999991,0.00647091855738119
301,-0.88,-0.00999999999999912,0.006162381417264
302,-0.88,0.0200000000000009,0.00589196243594017
303,-0.88,0.0500000000000009,0.00566223580609228
304,-0.88,0.080000000000001,0.00547446174600538
305,-0.88,0.110000000000001,0.00532860467520827
306,-0.88,0.140000000000001,0.00522335107277649
307,-0.88,0.170000000000001,0.00515612700317615
308,-0.88,0.200000000000001,0.0051231153280662
309,-0.88,0.230000000000001,0.00511927260521261
310,-0.88,0.260000000000001,0.00513834569382826
311,-0.88,0.290000000000001,0.00517288804452034
312,-0.88,0.320000000000001,0.00521427572231724
313,-0.88,0.350000000000001,0.00525272312304528
314,-0.88,0.380000000000001,0.00527729843094382
315,-0.88,0.410000000000001,0.00527593878935008
316,-0.88,0.440000000000001,0.00523546521385571
317,-0.88,0.470000000000001,0.00514159724230356
318,-0.88,0.500000000000001,0.00497896732844408
319,-0.88,0.530000000000001,0.00473113498856937
320,-0.88,0.560000000000001,0.00438060070211724
321,-0.88,0.590000000000001,0.0039088195736778
322,-0.88,0.620000000000001,0.00329621476205348
323,-0.88,0.650000000000001,0.00252219067593837
324,-0.88,0.680000000000002,0.00156514595011504
325,-0.88,0.710000000000002,0.000402486199790989
326,-0.88,0.740000000000002,0.000989363435433834
327,-0.88,0.770000000000002,0.00263494597021943
328,-0.88,0.800000000000002,0.00455976044300065
329,-0.88,0.830000000000002,0.00679024999907622
330,-0.88,0.860000000000002,0.0093537901617748
331,-0.88,0.890000000000002,0.0122786773045644
332,-0.88,0.920000000000002,0.015594117312568
333,-0.88,0.950000000000002,0.01933021441827
334,-0.88,0.980000000000002,0.0235179602366514
335,-0.85,-1,0.0502028182505443
336,-0.85,-0.97,0.0418044298478894
337,-0.85,-0.94,0.0342578267420864
338,-0.85,-0.91,0.0275066529831901
339,-0.85,-0.88,0.0214966727244255
340,-0.85,-0.85,0.0161757364096842
341,-0.85,-0.82,0.0114937476414933
342,-0.85,-0.79,0.00740263072324603
343,-0.85,-0.76,0.00385629885246474
344,-0.85,-0.73,0.000810622960599675
345,-0.85,-0.7,0.00177659882890309
346,-0.85,-0.67,0.00394567112974002
347,-0.85,-0.64,0.00573503062515452
348,-0.85,-0.61,0.0071812748200363
349,-0.85,-0.58,0.00831919022343744
350,-0.85,-0.55,0.00918177997524136
351,-0.85,-0.52,0.00980029093141197
352,-0.85,-0.49,0.0102042402181445
353,-0.85,-0.46,0.010421441267553
354,-0.85,-0.429999999999999,0.010478029347909
355,-0.85,-0.4,0.0103984865995082
356,-0.85,-0.369999999999999,0.0102056665855067
357,-0.85,-0.339999999999999,0.0099208183717093
358,-0.85,-0.309999999999999,0.00956361014295783
359,-0.85,-0.279999999999999,0.00915215237176396
360,-0.85,-0.249999999999999,0.00870302053868028
361,-0.85,-0.219999999999999,0.00823127742984032
362,-0.85,-0.189999999999999,0.00775049500518229
363,-0.85,-0.159999999999999,0.00727277585955559
364,-0.85,-0.129999999999999,0.00680877427799037
365,-0.85,-0.0999999999999992,0.00636771689746269
366,-0.85,-0.0699999999999992,0.00595742298271057
367,-0.85,-0.0399999999999991,0.00558432432615951
368,-0.85,-0.00999999999999912,0.00525348477855776
369,-0.85,0.0200000000000009,0.00496861941879785
370,-0.85,0.0500000000000009,0.00473211337072041
371,-0.85,0.080000000000001,0.00454504027775706
372,-0.85,0.110000000000001,0.00440718043458136
373,-0.85,0.140000000000001,0.00431703859544953
374,-0.85,0.170000000000001,0.00427186145486636
375,-0.85,0.200000000000001,0.00426765481420951
376,-0.85,0.230000000000001,0.00429920043795842
377,-0.85,0.260000000000001,0.00436007261181243
378,-0.85,0.290000000000001,0.00444265439770766
379,-0.85,0.320000000000001,0.00453815360955587
380,-0.85,0.350000000000001,0.00463661848901513
381,-0.85,0.380000000000001,0.00472695313110013
382,-0.85,0.410000000000001,0.00479693260573207
383,-0.85,0.440000000000001,0.00483321784140976
384,-0.85,0.470000000000001,0.00482137023386207
385,-0.85,0.500000000000001,0.00474586600605518
386,-0.85,0.530000000000001,0.00459011031637595
387,-0.85,0.560000000000001,0.00433645112764297
388,-0.85,0.590000000000001,0.00396619283282764
389,-0.85,0.620000000000001,0.00345960965323631
390,-0.85,0.650000000000001,0.0027959587980351
391,-0.85,0.680000000000002,0.00195349341297649
392,-0.85,0.710000000000002,0.000909475300591706
393,-0.85,0.740000000000002,0.000359812565754725
394,-0.85,0.770000000000002,0.00187905375054615
395,-0.85,0.800000000000002,0.00367388625376174
396,-0.85,0.830000000000002,0.00577089062353739
397,-0.85,0.860000000000002,0.00819757825699837
398,-0.85,0.890000000000002,0.0109823798965494
399,-0.85,0.920000000000002,0.0141546343188638
400,-0.85,0.950000000000002,0.0177445772017806
401,-0.85,0.980000000000002,0.0217833301777602
402,-0.82,-1,0.0452921500360417
403,-0.82,-0.97,0.0372701241951166
404,-0.82,-0.94,0.0300847351070381
405,-0.82,-0.91,0.0236799237816457
406,-0.82,-0.88,0.0180017466295618
407,-0.82,-0.85,0.0129983417473261
408,-0.82,-0.82,0.00861989588018653
409,-0.82,-0.79,0.00481861206198949
410,-0.82,-0.76,0.00154867789946109
411,-0.82,-0.73,0.00123376549859373
412,-0.82,-0.7,0.00357065397556552
413,-0.82,-0.67,0.00550203016870355
414,-0.82,-0.64,0.00706607275825985
415,-0.82,-0.61,0.00829912514012161
416,-0.82,-0.58,0.00923572352343846
417,-0.82,-0.55,0.00990862448537391
418,-0.82,-0.52,0.010348831975057
419,-0.82,-0.49,0.0105856237957672
420,-0.82,-0.46,0.0106465775667089
421,-0.82,-0.429999999999999,0.0105575961840925
422,-0.82,-0.4,0.0103429327850498
423,-0.82,-0.369999999999999,0.0100252152320457
424,-0.82,-0.339999999999999,0.00962547012716905
425,-0.82,-0.309999999999999,0.00916314636107768
426,-0.82,-0.279999999999999,0.00865613822091704
427,-0.82,-0.249999999999999,0.00812080804796304
428,-0.82,-0.219999999999999,0.00757200847386313
429,-0.82,-0.189999999999999,0.00702310423151841
430,-0.82,-0.159999999999999,0.00648599355626684
431,-0.82,-0.129999999999999,0.00597112918614086
432,-0.82,-0.0999999999999992,0.00548753896748759
433,-0.82,-0.0699999999999992,0.00504284607902437
434,-0.82,-0.0399999999999991,0.00464328887480027
435,-0.82,-0.00999999999999912,0.00429374036684082
436,-0.82,0.0200000000000009,0.00399772734324656
437,-0.82,0.0500000000000009,0.00375744913489577
438,-0.82,0.080000000000001,0.00357379604334553
439,-0.82,0.110000000000001,0.00344636742413819
440,-0.82,0.140000000000001,0.00337348944806063
441,-0.82,0.170000000000001,0.00335223253923358
442,-0.82,0.200000000000001,0.00337842849491609
443,-0.82,0.230000000000001,0.0034466873006208
444,-0.82,0.260000000000001,0.00355041364376231
445,-0.82,0.290000000000001,0.00368182312859189
446,-0.82,0.320000000000001,0.00383195821180156
447,-0.82,0.350000000000001,0.00399070383848091
448,-0.82,0.380000000000001,0.00414680282501846
449,-0.82,0.410000000000001,0.00428787095137875
450,-0.82,0.440000000000001,0.00440041179895299
451,-0.82,0.470000000000001,0.00446983132625131
452,-0.82,0.500000000000001,0.00448045219477652
453,-0.82,0.530000000000001,0.00441552784181385
454,-0.82,0.560000000000001,0.00425725631147664
455,-0.82,0.590000000000001,0.00398679385321868
456,-0.82,0.620000000000001,0.00358426828202583
457,-0.82,0.650000000000001,0.00302879211000663
458,-0.82,0.680000000000002,0.00229847545882627
459,-0.82,0.710000000000002,0.001370438757819
460,-0.82,0.740000000000002,0.000220825218233503
461,-0.82,0.770000000000002,0.00117518690045298
462,-0.82,0.800000000000002,0.00284337221366997
463,-0.82,0.830000000000002,0.00481044635852824
464,-0.82,0.860000000000002,0.00710405431768684
465,-0.82,0.890000000000002,0.00975275894658579
466,-0.82,0.920000000000002,0.0127860296841434
467,-0.82,0.950000000000002,0.0162342314497233
468,-0.82,0.980000000000002,0.0201286137209088
469,-0.79,-1,0.040713378523778
470,-0.79,-0.97,0.0330528640236699
471,-0.79,-0.94,0.0262142650561025
472,-0.79,-0.91,0.0201418143335369
473,-0.79,-0.88,0.0147818553486121
474,-0.79,-0.85,0.0100828087551909
475,-0.79,-0.82,0.00599513942875272
476,-0.79,-0.79,0.00247132419589293
477,-0.79,-0.76,0.000534179786305271
478,-0.79,-0.73,0.00306496601786522
479,-0.79,-0.7,0.00516270901749371
480,-0.79,-0.67,0.00686719408522627
481,-0.79,-0.64,0.008216346467691
482,-0.79,-0.61,0.00924625994712992
483,-0.79,-0.58,0.00999122486555363
484,-0.79,-0.55,0.010483755598084
485,-0.79,-0.52,0.0107546174851623
486,-0.79,-0.49,0.0108328532391287
487,-0.79,-0.46,0.0107458088381983
488,-0.79,-0.429999999999999,0.0105191589111783
489,-0.79,-0.4,0.0101769316407725
490,-0.79,-0.369999999999999,0.00974153317428529
491,-0.79,-0.339999999999999,0.00923377157818703
492,-0.79,-0.309999999999999,0.00867288032093901
493,-0.79,-0.279999999999999,0.00807654131734423
494,-0.79,-0.249999999999999,0.00746090752880076
495,-0.79,-0.219999999999999,0.00684062513607719
496,-0.79,-0.189999999999999,0.00622885529604879
497,-0.79,-0.159999999999999,0.00563729548235714
498,-0.79,-0.129999999999999,0.00507620043383129
499,-0.79,-0.0999999999999992,0.00455440270197647
500,-0.79,-0.0699999999999992,0.00407933282487888
501,-0.79,-0.0399999999999991,0.00365703911696612
502,-0.79,-0.00999999999999912,0.0032922071016099
503,-0.79,0.0200000000000009,0.00298817857796904
504,-0.79,0.0500000000000009,0.00274697034140517
505,-0.79,0.080000000000001,0.00256929256190004
506,-0.79,0.110000000000001,0.00245456682291375
507,-0.79,0.140000000000001,0.00240094383483599
508,-0.79,0.170000000000001,0.00240532083102233
509,-0.79,0.200000000000001,0.00246335864261809
510,-0.79,0.230000000000001,0.00256949847164864
511,-0.79,0.260000000000001,0.00271697836213232
512,-0.79,0.290000000000001,0.00289784937743259
513,-0.79,0.320000000000001,0.00310299149165345
514,-0.79,0.350000000000001,0.00332212918972321
515,-0.79,0.380000000000001,0.00354384681259818
516,-0.79,0.410000000000001,0.00375560360788869
517,-0.79,0.440000000000001,0.00394374853641724
518,-0.79,0.470000000000001,0.00409353481050008
519,-0.79,0.500000000000001,0.00418913418258784
520,-0.79,0.530000000000001,0.0042136509870033
521,-0.79,0.560000000000001,0.00414913593612461
522,-0.79,0.590000000000001,0.00397659968432296
523,-0.79,0.620000000000001,0.0036760261592363
524,-0.79,0.650000000000001,0.00322638566184306
525,-0.79,0.680000000000002,0.00260564774657775
526,-0.79,0.710000000000002,0.00179079388505895
527,-0.79,0.740000000000002,0.000757829921826569
528,-0.79,0.770000000000002,0.000518201696892219
529,-0.79,0.800000000000002,0.00206320987533924
530,-0.79,0.830000000000002,0.00390404303407904
531,-0.79,0.860000000000002,0.00606847747010307
532,-0.79,0.890000000000002,0.00858520590594461
533,-0.79,0.920000000000002,0.0114838262290477
534,-0.79,0.950000000000002,0.014794830407469
535,-0.79,0.980000000000002,0.0185495936014779
536,-0.76,-1,0.0364514619612922
537,-0.76,-0.97,0.0291378314184447
538,-0.76,-0.94,0.022631820221539
539,-0.76,-0.91,0.0168779475641236
540,-0.76,-0.88,0.0118228388794314
541,-0.76,-0.85,0.00741519231956013
542,-0.76,-0.82,0.00360574590826018
543,-0.76,-0.79,0.000347245363653183
544,-0.76,-0.76,0.00240558743720665
545,-0.76,-0.73,0.00469608535246607
546,-0.76,-0.7,0.00656566625887967
547,-0.76,-0.67,0.00805386272642466
548,-0.76,-0.64,0.00919835110373223
549,-0.76,-0.61,0.010034980030897
550,-0.76,-0.58,0.0105977983812549
551,-0.76,-0.55,0.010919082663786
552,-0.76,-0.52,0.0110293638786639
553,-0.76,-0.49,0.0109574538544134
554,-0.76,-0.46,0.010730471067412
555,-0.76,-0.429999999999999,0.010373865963822
556,-0.76,-0.4,0.00991144578928608
557,-0.76,-0.369999999999999,0.00936539894026596
558,-0.76,-0.339999999999999,0.00875631884867521
559,-0.76,-0.309999999999999,0.00810322740662904
560,-0.76,-0.279999999999999,0.00742359794756675
561,-0.76,-0.249999999999999,0.00673337778665784
562,-0.76,-0.219999999999999,0.00604701033581743
563,-0.76,-0.189999999999999,0.00537745680249786
564,-0.76,-0.159999999999999,0.00473621747537916
565,-0.76,-0.129999999999999,0.00413335261688645
566,-0.76,-0.0999999999999992,0.0035775029598866
567,-0.76,-0.0699999999999992,0.00307590982570019
568,-0.76,-0.0399999999999991,0.00263443486617157
569,-0.76,-0.00999999999999912,0.00225757944412218
570,-0.76,0.0200000000000009,0.00194850365343981
571,-0.76,0.0500000000000009,0.00170904498932144
572,-0.76,0.080000000000001,0.00153973668271463
573,-0.76,0.110000000000001,0.00143982569044011
574,-0.76,0.140000000000001,0.00140729036838967
575,-0.76,0.170000000000001,0.00143885781848597
576,-0.76,0.200000000000001,0.00153002092576688
577,-0.76,0.230000000000001,0.00167505508560348
578,-0.76,0.260000000000001,0.00186703463872309
579,-0.76,0.290000000000001,0.00209784900223984
580,-0.76,0.320000000000001,0.00235821852852508
581,-0.76,0.350000000000001,0.00263771006174369
582,-0.76,0.380000000000001,0.00292475224867732
583,-0.76,0.410000000000001,0.00320665055226653
584,-0.76,0.440000000000001,0.00346960202185083
585,-0.76,0.470000000000001,0.00369870979467736
586,-0.76,0.500000000000001,0.00387799735402114
587,-0.76,0.530000000000001,0.00399042253439233
588,-0.76,0.560000000000001,0.00401789128556096
589,-0.76,0.590000000000001,0.00394127120394043
590,-0.76,0.620000000000001,0.00374040483363649
591,-0.76,0.650000000000001,0.00339412273391921
592,-0.76,0.680000000000002,0.00288025633083039
593,-0.76,0.710000000000002,0.00217565055024053
594,-0.76,0.740000000000002,0.00125617624477045
595,-0.76,0.770000000000002,9.67423936355743E-05
596,-0.76,0.800000000000002,0.00132869187341745
597,-0.76,0.830000000000002,0.00304710547764071
598,-0.76,0.860000000000002,0.00508640376698499
599,-0.76,0.890000000000002,0.00747540710007269
600,-0.76,0.920000000000002,0.0102438396049976
601,-0.76,0.950000000000002,0.0134223181282078
602,-0.76,0.980000000000002,0.0170423413583242
603,-0.73,-1,0.0324918216043094
