x,Q,Ploss
2,0.24,1.23743727505264
2,0.25,1.23710406906184
2,0.26,1.23679093587992
2,0.27,1.23649787309039
2,0.28,1.23622487827736
2,0.29,1.23597194902537
2,0.3,1.23573908291966
2,0.31,1.23552627754571
2,0.32,1.23533353048968
2,0.33,1.23516083933825
2,0.34,1.23500820167846
2,0.35,1.23487561509792
2,0.36,1.23476307718492
2,0.37,1.23467058552791
2,0.38,1.23459813771612
2,0.39,1.2345457313394
2,0.4,1.23451336398778
2,0.41,1.2345010332519
2,0.42,1.23450873672298
2,0.43,1.23453647199279
2,0.44,1.23458423665348
2,0.45,1.23465202829771
2,0.46,1.23473984451869
2,0.47,1.23484768291031
2,0.48,1.2349755410665
2,0.49,1.23512341658241
3,0,1.25146235315838
3,0.01,1.25024472299769
3,0.02,1.24905738626123
3,0.03,1.24790033745258
3,0.04,1.24677357107682
3,0.05,1.245677081641
3,0.06,1.24461086365396
3,0.07,1.24357491162609
3,0.08,1.24256922006962
3,0.09,1.24159378349863
3,0.1,1.24064859642877
3,0.11,1.23973365337747
3,0.12,1.23884894886394
3,0.13,1.23799447740895
3,0.14,1.23717023353538
3,0.15,1.23637621176753
3,0.16,1.2356124066315
3,0.17,1.23487881265516
3,0.18,1.23417542436823
3,0.19,1.23350223630196
3,0.2,1.23285924298943
3,0.21,1.2322464389654
3,0.22,1.23166381876633
3,0.23,1.23111137693066
3,0.24,1.23058910799837
3,0.25,1.23009700651094
3,0.26,1.22963506701215
3,0.27,1.22920328404677
3,0.28,1.22880165216207
3,0.29,1.22843016590653
3,0.3,1.22808881983039
3,0.31,1.22777760848577
3,0.32,1.22749652642668
3,0.33,1.22724556820831
3,0.34,1.22702472838824
3,0.35,1.22683400152512
3,0.36,1.22667338217969
3,0.37,1.22654286491456
3,0.38,1.22644244429359
3,0.39,1.22637211488271
3,0.4,1.22633187124955
3,0.41,1.22632170796326
3,0.42,1.22634161959491
3,0.43,1.22639160071722
3,0.44,1.22647164590439
3,0.45,1.22658174973275
3,0.46,1.22672190678009
3,0.47,1.22689211162593
3,0.48,1.22709235885151
3,0.49,1.22732264303993
4,0,1.25146235315838
4,0.01,1.24984671010436
4,0.02,1.24827158649908
4,0.03,1.24673697251473
4,0.04,1.24524285832742
4,0.05,1.24378923411775
4,0.06,1.24237609007038
4,0.07,1.24100341637393
4,0.08,1.23967120322151
4,0.09,1.23837944081005
4,0.1,1.23712811934095
4,0.11,1.23591722901951
4,0.12,1.23474676005547
4,0.13,1.23361670266225
4,0.14,1.23252704705795
4,0.15,1.23147778346437
4,0.16,1.23046890210771
4,0.17,1.22950039321829
4,0.18,1.22857224703055
4,0.19,1.22768445378287
4,0.2,1.2268370037179
4,0.21,1.22602988708272
4,0.22,1.22526309412802
4,0.23,1.22453661510884
4,0.24,1.2238504402844
4,0.25,1.22320455991802
4,0.26,1.22259896427695
4,0.27,1.22203364363282
4,0.28,1.22150858826132
4,0.29,1.22102378844196
4,0.3,1.22057923445887
4,0.31,1.22017491659963
4,0.32,1.21981082515642
4,0.33,1.21948695042554
4,0.34,1.21920328270707
4,0.35,1.21895981230535
4,0.36,1.21875652952891
4,0.37,1.21859342469005
4,0.38,1.21847048810544
4,0.39,1.21838771009587
4,0.4,1.21834508098594
4,0.41,1.21834259110459
4,0.42,1.21838023078473
4,0.43,1.21845799036323
4,0.44,1.21857586018126
4,0.45,1.21873383058392
4,0.46,1.2189318919204
4,0.47,1.21917003454402
4,0.48,1.21944824881201
4,0.49,1.21976652508581
5,0,1.25146235315838
5,0.01,1.24945264318201
5,0.02,1.24749374139731
5,0.03,1.24558563236092
5,0.04,1.2437283006376
5,0.05,1.24192173080021
5,0.06,1.24016590743001
5,0.07,1.23846081511629
5,0.08,1.23680643845667
5,0.09,1.23520276205692
5,0.1,1.2336497705308
5,0.11,1.23214744850044
5,0.12,1.23069578059596
5,0.13,1.22929475145605
5,0.14,1.22794434572694
5,0.15,1.22664454806344
5,0.16,1.22539534312834
5,0.17,1.22419671559245
5,0.18,1.22304865013499
5,0.19,1.2219511314432
5,0.2,1.22090414421229
5,0.21,1.21990767314555
5,0.22,1.21896170295473
5,0.23,1.21806621835933
5,0.24,1.21722120408695
5,0.25,1.2164266448734
5,0.26,1.21568252546247
5,0.27,1.21498883060656
5,0.28,1.21434554506495
5,0.29,1.21375265360608
5,0.3,1.21321014100597
5,0.31,1.2127179920488
5,0.32,1.21227619152675
5,0.33,1.21188472423997
5,0.34,1.21154357499676
5,0.35,1.21125272861344
5,0.36,1.21101216991417
5,0.37,1.21082188373144
5,0.38,1.21068185490521
5,0.39,1.21059206828414
5,0.4,1.21055250872436
5,0.41,1.21056316109028
5,0.42,1.210624010254
5,0.43,1.21073504109575
5,0.44,1.21089623850398
5,0.45,1.2111075873746
5,0.46,1.21136907261183
5,0.47,1.21168067912788
5,0.48,1.21204239184262
5,0.49,1.21245419568397
6,0,1.25146235315838
6,0.01,1.24906253044976
6,0.02,1.24672386654768
6,0.03,1.24444633908859
6,0.04,1.24222992572348
6,0.05,1.2400746041174
6,0.06,1.23798035194988
6,0.07,1.23594714691468
6,0.08,1.23397496671957
6,0.09,1.23206378908695
6,0.1,1.23021359175301
6,0.11,1.22842435246877
6,0.12,1.22669604899878
6,0.13,1.22502865912213
6,0.14,1.22342216063193
6,0.15,1.2218765313357
6,0.16,1.22039174905483
6,0.17,1.21896779162496
6,0.18,1.21760463689596
6,0.19,1.21630226273157
6,0.2,1.21506064700974
6,0.21,1.2138797676227
6,0.22,1.21275960247635
6,0.23,1.21170012949107
6,0.24,1.21070132660108
6,0.25,1.20976317175455
6,0.26,1.20888564291382
6,0.27,1.20806871805508
6,0.28,1.20731237516878
6,0.29,1.20661659225919
6,0.3,1.20598134734449
6,0.31,1.20540661845676
6,0.32,1.20489238364244
6,0.33,1.20443862096146
6,0.34,1.20404530848792
6,0.35,1.20371242430954
6,0.36,1.20343994652846
6,0.37,1.2032278532601
6,0.38,1.20307612263419
6,0.39,1.20298473279401
6,0.4,1.20295366189703
6,0.41,1.20298288811436
6,0.42,1.20307238963085
6,0.43,1.20322214464531
6,0.44,1.2034321313703
6,0.45,1.20370232803205
6,0.46,1.20403271287087
6,0.47,1.20442326414043
6,0.48,1.2048739601084
6,0.49,1.20538477905631
7,0,1.25146235315838
7,0.01,1.24867637998468
7,0.02,1.24596197724893
7,0.03,1.24331911434345
7,0.04,1.24074776068346
7,0.05,1.23824788570699
7,0.06,1.23581945887502
7,0.07,1.23346244967116
7,0.08,1.23117682760194
7,0.09,1.22896256219676
7,0.1,1.22681962300758
7,0.11,1.22474797960921
7,0.12,1.222747601599
7,0.13,1.22081845859714
7,0.14,1.21896052024656
7,0.15,1.21717375621241
7,0.16,1.21545813618279
7,0.17,1.21381362986847
7,0.18,1.21224020700236
7,0.19,1.2107378373402
7,0.2,1.20930649066015
7,0.21,1.20794613676285
7,0.22,1.20665674547171
7,0.23,1.20543828663197
7,0.24,1.20429073011171
7,0.25,1.20321404580141
7,0.26,1.20220820361368
7,0.27,1.20127317348361
7,0.28,1.20040892536868
7,0.29,1.19961542924858
7,0.3,1.19889265512518
7,0.31,1.19824057302303
7,0.32,1.19765915298821
7,0.33,1.19714836508957
7,0.34,1.19670817941786
7,0.35,1.19633856608626
7,0.36,1.19603949522975
7,0.37,1.1958109370056
7,0.38,1.19565286159318
7,0.39,1.19556523919385
7,0.4,1.19554804003115
7,0.41,1.19560123435055
7,0.42,1.19572479241945
7,0.43,1.19591868452714
7,0.44,1.19618288098531
7,0.45,1.19651735212717
7,0.46,1.19692206830795
7,0.47,1.19739699990486
7,0.48,1.19794211731664
7,0.49,1.19855739096436
8,0,1.25146235315838
8,0.01,1.24829419972193
8,0.02,1.24520808850855
8,0.03,1.24220397932233
8,0.04,1.239281832002
8,0.05,1.23644160642056
8,0.06,1.23368326248529
8,0.07,1.23100676013794
8,0.08,1.22841205935446
8,0.09,1.22589912014508
8,0.1,1.22346790255397
8,0.11,1.22111836665979
8,0.12,1.2188504725752
8,0.13,1.21666418044659
8,0.14,1.21455945045508
8,0.15,1.21253624281494
8,0.16,1.21059451777512
8,0.17,1.20873423561776
8,0.18,1.20695535665945
8,0.19,1.20525784125049
8,0.2,1.20364164977477
8,0.21,1.20210674264992
8,0.22,1.20065308032732
8,0.23,1.19928062329213
8,0.24,1.19798933206299
8,0.25,1.19677916719226
8,0.26,1.19565008926545
8,0.27,1.19460205890211
8,0.28,1.1936350367549
8,0.29,1.19274898350995
8,0.3,1.19194385988691
8,0.31,1.19121962663847
8,0.32,1.19057624455091
8,0.33,1.19001367444356
8,0.34,1.18953187716931
8,0.35,1.18913081361364
8,0.36,1.18881044469574
8,0.37,1.18857073136763
8,0.38,1.18841163461428
8,0.39,1.18833311545411
8,0.4,1.1883351349379
8,0.41,1.18841765415
8,0.42,1.18858063420737
8,0.43,1.18882403625959
8,0.44,1.18914782148941
8,0.45,1.18955195111221
8,0.46,1.19003638637639
8,0.47,1.19060108856266
8,0.48,1.1912460189847
8,0.49,1.19197113898851
9,0,1.25146235315838
9,0.01,1.24791599745635
9,0.02,1.2444622150449
9,0.03,1.2411009547767
9,0.04,1.23783216555433
9,0.05,1.23465579632969
9,0.06,1.23157179610378
9,0.07,1.22858011392665
9,0.08,1.22568069889785
9,0.09,1.2228735001659
9,0.1,1.2201584669281
9,0.11,1.2175355484309
9,0.12,1.21500469396963
9,0.13,1.21256585288819
9,0.14,1.21021897457967
9,0.15,1.20796400848529
9,0.16,1.20580090409529
9,0.17,1.20372961094821
9,0.18,1.20175007863113
9,0.19,1.19986225677972
9,0.2,1.19806609507777
9,0.21,1.19636154325722
9,0.22,1.19474855109882
9,0.23,1.19322706843069
9,0.24,1.19179704512975
9,0.25,1.19045843112032
9,0.26,1.18921117637516
9,0.27,1.18805523091458
9,0.28,1.18699054480703
9,0.29,1.18601706816837
9,0.3,1.18513475116252
9,0.31,1.18434354400068
9,0.32,1.18364339694188
9,0.33,1.18303426029269
9,0.34,1.18251608440677
9,0.35,1.18208881968559
9,0.36,1.18175241657755
9,0.37,1.18150682557865
9,0.38,1.18135199723184
9,0.39,1.1812878821273
9,0.4,1.18131443090215
9,0.41,1.18143159424074
9,0.42,1.18163932287418
9,0.43,1.1819375675804
9,0.44,1.18232627918434
9,0.45,1.18280540855745
9,0.46,1.18337490661815
9,0.47,1.18403472433113
9,0.48,1.18467248072046
9,0.49,1.18551377650732
10,0,1.25146235315838
10,0.01,1.24754178084335
10,0.02,1.24372437128899
10,0.03,1.24001006101546
10,0.04,1.23639878661108
10,0.05,1.23289048473218
10,0.06,1.22948509210342
10,0.07,1.22618254551743
10,0.08,1.22298278183432
10,0.09,1.2198857379825
10,0.1,1.21689135095765
10,0.11,1.21399955782322
10,0.12,1.21121029571011
10,0.13,1.2085235018165
10,0.14,1.20593911340789
10,0.15,1.20345706781685
10,0.16,1.20107730244304
10,0.17,1.19879975475324
10,0.18,1.19662436228087
10,0.19,1.19455106262618
10,0.2,1.19257979345632
10,0.21,1.1907104925043
10,0.22,1.18894309757041
10,0.23,1.18727754652071
10,0.24,1.18571377728783
10,0.25,1.18425172787048
10,0.26,1.18289133633345
10,0.27,1.18163254080722
10,0.28,1.18047527948864
10,0.29,1.17941949063979
10,0.3,1.17846511258888
10,0.31,1.17761208372929
10,0.32,1.17686034252013
10,0.33,1.17620982748567
10,0.34,1.17566047721566
10,0.35,1.17521223036504
10,0.36,1.17486502565342
10,0.37,1.17461880186603
10,0.38,1.17447349785239
10,0.39,1.17442905252722
10,0.4,1.17448540486962
10,0.41,1.17464249392358
10,0.42,1.17490025879721
10,0.43,1.17514617586065
10,0.44,1.1756062068775
10,0.45,1.17616672219178
10,0.46,1.17682766127115
10,0.47,1.17758896364741
10,0.48,1.17845056891622
10,0.49,1.17941241673684
11,0,1.25146235315838
11,0.01,1.24717155739907
11,0.02,1.24299457138691
11,0.03,1.23893131790864
11,0.04,1.23498171984246
11,0.05,1.23114570015782
11,0.06,1.22742318191606
11,0.07,1.22381408826882
11,0.08,1.22031834245927
11,0.09,1.21693586782098
11,0.1,1.21366658777859
11,0.11,1.210510425847
11,0.12,1.20746730563134
11,0.13,1.20453715082711
11,0.14,1.20171988522002
11,0.15,1.19901543268527
11,0.16,1.19642371718816
11,0.17,1.19394466278342
11,0.18,1.19157819361524
11,0.19,1.18932423391728
11,0.2,1.18718270801205
11,0.21,1.18515354031143
11,0.22,1.18323665531595
11,0.23,1.18143197761489
11,0.24,1.17973943188597
11,0.25,1.17815894289576
11,0.26,1.17669043549869
11,0.27,1.17533383463737
11,0.28,1.17408906534254
11,0.29,1.17295605273277
11,0.3,1.17193472201429
11,0.31,1.17102499848081
11,0.32,1.17022680751361
11,0.33,1.16954007458105
11,0.34,1.1689647252387
11,0.35,1.16850068512929
11,0.36,1.16814787998202
11,0.37,1.16790623561318
11,0.38,1.16777567792503
11,0.39,1.16764363807665
11,0.4,1.1677362392612
11,0.41,1.16793969407283
11,0.42,1.16825392889278
11,0.43,1.16867887018778
11,0.44,1.16921444451023
11,0.45,1.16986057849783
11,0.46,1.17061719887337
11,0.47,1.17148423244492
11,0.48,1.17246160610534
11,0.49,1.17354924683242
12,0,1.25146235315838
12,0.01,1.24680533450268
12,0.02,1.24227282920161
12,0.03,1.2378647448903
12,0.04,1.23358098932342
12,0.05,1.22942147037509
12,0.06,1.22538609603892
12,0.07,1.22147477442784
12,0.08,1.21768741377294
12,0.09,1.21402392242466
12,0.1,1.21048420885155
12,0.11,1.20706818164059
12,0.12,1.20377574949643
12,0.13,1.20060682124206
12,0.14,1.19756130581733
12,0.15,1.19463911228015
12,0.16,1.19184014980525
12,0.17,1.18916432768438
12,0.18,1.18661155532589
12,0.19,1.18418174225493
12,0.2,1.1818747981127
12,0.21,1.17969063265678
12,0.22,1.17762915576021
12,0.23,1.17569027741224
12,0.24,1.17387390771703
12,0.25,1.1721799568948
12,0.26,1.17060833528
12,0.27,1.16915895332224
12,0.28,1.16783172158598
12,0.29,1.16662655074992
12,0.3,1.16554335160708
12,0.31,1.16458203506443
12,0.32,1.16374251214279
12,0.33,1.16302469397656
12,0.34,1.16242849181363
12,0.35,1.16195381701509
12,0.36,1.16148848324402
12,0.37,1.16125791125421
12,0.38,1.16114858791121
12,0.39,1.16116042519766
12,0.4,1.16129333520798
12,0.41,1.16154723014787
12,0.42,1.1619220223347
12,0.43,1.16241762419695
12,0.44,1.16303394827419
12,0.45,1.16377090721669
12,0.46,1.16462841378592
12,0.47,1.1656063808532
12,0.48,1.16670472140096
12,0.49,1.16792334852173
13,0,1.25146235315838
13,0.01,1.24644311939608
13,0.02,1.24155915831499
13,0.03,1.23681036096216
13,0.04,1.23219661853815
13,0.05,1.22771782239677
13,0.06,1.22337386404413
13,0.07,1.21916463513918
13,0.08,1.21509002749277
13,0.09,1.21114993306771
13,0.1,1.20734424397822
13,0.11,1.20367285249002
13,0.12,1.20013565101939
13,0.13,1.19673253213358
13,0.14,1.19346338854996
13,0.15,1.19032811313618
13,0.16,1.18732659890937
13,0.17,1.18445873903647
13,0.18,1.18172442683316
13,0.19,1.1791235557644
13,0.2,1.17665601944349
13,0.21,1.17432171163204
13,0.22,1.17212052623977
13,0.23,1.17005235732411
13,0.24,1.16811709908982
13,0.25,1.16631464588864
13,0.26,1.16464489221974
13,0.27,1.16310773272823
13,0.28,1.16170306220567
13,0.29,1.16043077558985
13,0.3,1.15929076796388
13,0.31,1.15828293455658
13,0.32,1.15740717074196
13,0.33,1.15655099799644
13,0.34,1.1559404863153
13,0.35,1.15546171525116
13,0.36,1.15511458096956
13,0.37,1.15489897977879
13,0.38,1.15481480813002
13,0.39,1.15486196261677
13,0.4,1.15504033997488
13,0.41,1.15534983708214
13,0.42,1.15579035095802
13,0.43,1.15636177876368
13,0.44,1.15706401780155
13,0.45,1.15789696551519
13,0.46,1.15886051948925
13,0.47,1.15995457744874
13,0.48,1.16117903725937
13,0.49,1.16253379692711
14,0,1.25146235315838
14,0.01,1.24608491918593
14,0.02,1.24085357203006
14,0.03,1.23576818469676
14,0.04,1.23082863038529
14,0.05,1.22603478248706
14,0.06,1.22138651458545
14,0.07,1.21688370045617
14,0.08,1.21252621406515
14,0.09,1.20831392956993
14,0.1,1.20424672131845
14,0.11,1.20032446384827
14,0.12,1.1965470318867
14,0.13,1.19291430035064
14,0.14,1.18942614434555
14,0.15,1.18608243916504
14,0.16,1.1828830602912
14,0.17,1.17982788339352
14,0.18,1.17691678432877
14,0.19,1.17414963914049
14,0.2,1.17152632405882
14,0.21,1.16904671549956
14,0.22,1.16671069006461
14,0.23,1.1645181245409
14,0.24,1.16246889590031
14,0.25,1.160562881299
14,0.26,1.15879995807755
14,0.27,1.15718000375979
14,0.28,1.15570289605332
14,0.29,1.15436851284834
14,0.3,1.15306340281009
14,0.31,1.15201565043125
14,0.32,1.15111023853855
14,0.33,1.15034704601423
14,0.34,1.14972595192054
14,0.35,1.14924683549902
14,0.36,1.14890957617003
14,0.37,1.14871405353329
14,0.38,1.14866014736652
14,0.39,1.14874773762586
14,0.4,1.14897670444536
14,0.41,1.14934692813658
14,0.42,1.14985828918846
14,0.43,1.15051066826692
14,0.44,1.1513039462144
14,0.45,1.15223800405005
14,0.46,1.15331272296907
14,0.47,1.15452798434212
14,0.48,1.1558836697158
14,0.49,1.15737966081169
15,0,1.25146235315838
15,0.01,1.24573074084381
15,0.02,1.24015608337324
15,0.03,1.23473823424144
15,0.04,1.22947704718239
15,0.05,1.22437237616782
15,0.06,1.21942407540813
15,0.07,1.21463199935001
15,0.08,1.20999600267784
15,0.09,1.20551594031156
15,0.1,1.20119166740681
15,0.11,1.19702303935461
15,0.12,1.19300991178044
15,0.13,1.18915214054374
15,0.14,1.18544958173751
15,0.15,1.18190209168754
15,0.16,1.17850952695259
15,0.17,1.1752717443227
15,0.18,1.17218860081973
15,0.19,1.16925995369613
15,0.2,1.16648566043499
15,0.21,1.16386557874892
15,0.22,1.16139956657991
15,0.23,1.15908748209894
15,0.24,1.15692918370496
15,0.25,1.15492453002475
15,0.26,1.15307337991254
15,0.27,1.15137559244888
15,0.28,1.14971772604496
15,0.29,1.14832789914365
15,0.3,1.14709099184305
15,0.31,1.14600686444629
15,0.32,1.14507537747874
15,0.33,1.14429639168801
15,0.34,1.14366976804285
15,0.35,1.1431953677333
15,0.36,1.14287305217021
15,0.37,1.1427026829843
15,0.38,1.14268412202657
15,0.39,1.14281723136738
15,0.4,1.1431018732962
15,0.41,1.14353791032118
15,0.42,1.14412520516875
15,0.43,1.14486362078328
15,0.44,1.14575302032666
15,0.45,1.14679326717825
15,0.46,1.14798422493321
15,0.47,1.14932575740428
15,0.48,1.15081772861897
15,0.49,1.15246000282134
16,0,1.25146235315838
16,0.01,1.24538059120797
16,0.02,1.23946670509681
16,0.03,1.23372052732142
16,0.04,1.22814189067107
16,0.05,1.2227306282254
16,0.06,1.21748657335538
16,0.07,1.21240955972117
16,0.08,1.20749942127246
16,0.09,1.20275599224696
16,0.1,1.19817910717039
16,0.11,1.19376860085514
16,0.12,1.18952430840033
16,0.13,1.18544606519017
16,0.14,1.18153370689429
16,0.15,1.17778706946601
16,0.16,1.17420598914256
16,0.17,1.17079030244371
16,0.18,1.16753984617166
16,0.19,1.16445445740983
16,0.2,1.16153397352243
16,0.21,1.15877823215384
16,0.22,1.15618707122798
16,0.23,1.15376032894717
16,0.24,1.15149784379208
16,0.25,1.14939945452078
16,0.26,1.14735126894028
16,0.27,1.14558236150217
16,0.28,1.14397704307705
16,0.29,1.14253515391074
16,0.3,1.14125653452067
16,0.31,1.14014102569521
16,0.32,1.13918846849282
16,0.33,1.13839870424245
16,0.34,1.13777157454179
16,0.35,1.13730692125744
16,0.36,1.13700458652459
16,0.37,1.13686441274585
16,0.38,1.13688624259153
16,0.39,1.13706991899821
16,0.4,1.13741528516908
16,0.41,1.13792218457299
16,0.42,1.13859046094374
16,0.43,1.13941995828003
16,0.44,1.14041052084494
16,0.45,1.14156199316472
16,0.46,1.14287422002937
16,0.47,1.14434704649099
16,0.48,1.1459803178644
16,0.49,1.14777387972572
17,0,1.25146235315838
17,0.01,1.24503447698408
17,0.02,1.23878544968035
17,0.03,1.23271508124341
17,0.04,1.2268231820221
17,0.05,1.22110956271682
17,0.06,1.21557403437866
17,0.07,1.21021640840863
17,0.08,1.20503649655665
17,0.09,1.20003411092044
17,0.1,1.19520906394515
17,0.11,1.19056116842164
17,0.12,1.18609023748657
17,0.13,1.18179608462065
17,0.14,1.17767852364829
17,0.15,1.17373736873627
17,0.16,1.16997243439345
17,0.17,1.16638353546924
17,0.18,1.16297048715306
17,0.19,1.15973310497376
17,0.2,1.15667120479794
17,0.21,1.15378460282966
17,0.22,1.15107311560963
17,0.23,1.1485365600141
17,0.24,1.14617475325403
17,0.25,1.1438747832448
17,0.26,1.1418637941965
17,0.27,1.14002697979388
17,0.28,1.13836415903252
17,0.29,1.13687515123562
17,0.3,1.13555977605248
17,0.31,1.1344178534582
17,0.32,1.13344920375276
17,0.33,1.13265364756059
17,0.34,1.13203100582981
17,0.35,1.13158109983127
17,0.36,1.13130375115858
17,0.37,1.13119878172665
17,0.38,1.13126601377183
17,0.39,1.13150526985044
17,0.4,1.1319163728388
17,0.41,1.132499145932
17,0.42,1.1332534126439
17,0.43,1.13417899680578
17,0.44,1.13527572256615
17,0.45,1.13654341438973
17,0.46,1.13798189705779
17,0.47,1.13959099566572
17,0.48,1.14137053562414
17,0.49,1.14332034265733
18,0,1.25146235315838
18,0.01,1.24469240474614
18,0.02,1.23811232933411
18,0.03,1.23172191289944
18,0.04,1.22552094184083
18,0.05,1.2195092029769
18,0.06,1.21368648354519
18,0.07,1.20805257120125
18,0.08,1.20260725401737
18,0.09,1.19735032048102
18,0.1,1.19228155949433
18,0.11,1.18740076037266
18,0.12,1.18270771284326
18,0.13,1.17820220704453
18,0.14,1.17388403352478
18,0.15,1.16975298324063
18,0.16,1.16580884755683
18,0.17,1.16205141824432
18,0.18,1.1584804874793
18,0.19,1.15509584784249
18,0.2,1.15189729231759
18,0.21,1.14888461429034
18,0.22,1.14605760754745
18,0.23,1.14330210157481
18,0.24,1.14084781467553
18,0.25,1.13857855124156
18,0.26,1.1364941071891
18,0.27,1.13459427882493
18,0.28,1.13298316636615
18,0.29,1.1314501180943
18,0.3,1.13010110570482
18,0.31,1.12893592654397
18,0.32,1.12795437834877
18,0.33,1.12715625924515
18,0.34,1.12654136774678
18,0.35,1.12610950275498
18,0.36,1.12586046355655
18,0.37,1.12579404982363
18,0.38,1.12591006161192
18,0.39,1.12620829936028
18,0.4,1.12668856388911
18,0.41,1.1273506564001
18,0.42,1.1281943784743
18,0.43,1.12921953207183
18,0.44,1.1303478945764
18,0.45,1.13173675755373
18,0.46,1.13330643918561
18,0.47,1.13505674341932
18,0.48,1.13698747457541
18,0.49,1.13909843734718
19,0,1.25146235315838
19,0.01,1.2443543809381
19,0.02,1.23744735600062
19,0.03,1.23074103877077
19,0.04,1.22423519017198
19,0.05,1.21792957162526
19,0.06,1.21182394504679
19,0.07,1.20591807284819
19,0.08,1.20021171793301
19,0.09,1.19470464369694
19,0.1,1.18939661402553
19,0.11,1.18428739329298
19,0.12,1.17937674636091
19,0.13,1.17466443857651
19,0.14,1.17015023577158
19,0.15,1.16583390426079
19,0.16,1.16171521084043
19,0.17,1.15779392278717
19,0.18,1.15406980785644
19,0.19,1.15054263428084
19,0.2,1.14721217076952
19,0.21,1.14407818650589
19,0.22,1.14102690626146
19,0.23,1.13828728519754
19,0.24,1.13585280812871
19,0.25,1.13350244213757
19,0.26,1.13134740838468
19,0.27,1.12938747887316
19,0.28,1.12762242607128
19,0.29,1.12605202291114
19,0.3,1.12467604278765
19,0.31,1.12349425955689
19,0.32,1.1225064475347
19,0.33,1.12171238149545
19,0.34,1.1211118366711
19,0.35,1.12070458874937
19,0.36,1.12049041387262
19,0.37,1.12046908863674
19,0.38,1.12064039008978
19,0.39,1.12100409573028
19,0.4,1.12155998350654
19,0.41,1.12230783181515
19,0.42,1.12324741949966
19,0.43,1.12437852584906
19,0.44,1.12570093059722
19,0.45,1.12721441392092
19,0.46,1.12891875643894
19,0.47,1.1308137392107
19,0.48,1.13283022212765
19,0.49,1.13510720436008
20,0,1.25146235315838
20,0.01,1.24402041187419
