,p,q,err,err2
87,-0.97,-0.4,0.00928288733944115,0.928288733944115
88,-0.97,-0.369999999999999,0.00966560954333731,0.966560954333731
89,-0.97,-0.339999999999999,0.00991290391448445,0.991290391448445
90,-0.97,-0.309999999999999,0.0100453550256216,1.00453550256216
91,-0.97,-0.279999999999999,0.0100819767316994,1.00819767316994
92,-0.97,-0.249999999999999,0.0100402351493992,1.00402351493992
93,-0.97,-0.219999999999999,0.00993607120401968,0.993607120401968
94,-0.97,-0.189999999999999,0.00978392274914079,0.978392274914079
95,-0.97,-0.159999999999999,0.0095967462634339,0.959674626343391
96,-0.97,-0.129999999999999,0.00938603814570828,0.938603814570828
97,-0.97,-0.0999999999999992,0.00916185560498499,0.916185560498499
98,-0.97,-0.0699999999999992,0.00893283716292974,0.893283716292974
99,-0.97,-0.0399999999999991,0.00870622277243583,0.870622277243583
100,-0.97,-0.00999999999999912,0.0084878735662439,0.84878735662439
101,-0.97,0.0200000000000009,0.00828229123438236,0.828229123438236
102,-0.97,0.0500000000000009,0.00809263704975932,0.809263704975932
103,-0.97,0.080000000000001,0.00792075054382486,0.792075054382486
104,-0.97,0.110000000000001,0.00776716783364315,0.776716783364315
105,-0.97,0.140000000000001,0.00763113962502522,0.763113962502522
106,-0.97,0.170000000000001,0.00751064888151699,0.751064888151699
107,-0.97,0.200000000000001,0.00740242817467314,0.740242817467314
108,-0.97,0.230000000000001,0.00730197672269896,0.730197672269896
109,-0.97,0.260000000000001,0.00720357712342297,0.720357712342297
110,-0.97,0.290000000000001,0.00710031178230759,0.710031178230759
111,-0.97,0.320000000000001,0.00698407905879674,0.698407905879674
112,-0.97,0.350000000000001,0.00684560910791458,0.684560910791458
113,-0.97,0.380000000000001,0.00667447946284127,0.667447946284127
114,-0.97,0.410000000000001,0.00645913032371358,0.645913032371358
115,-0.97,0.440000000000001,0.0061868795895463,0.61868795895463
116,-0.97,0.470000000000001,0.00584393761863034,0.584393761863034
117,-0.97,0.500000000000001,0.00541542174343891,0.541542174343891
118,-0.97,0.530000000000001,0.00488537051943244,0.488537051943244
119,-0.97,0.560000000000001,0.00423675773431227,0.423675773431227
120,-0.97,0.590000000000001,0.00345150617975089,0.345150617975089
121,-0.97,0.620000000000001,0.00251050118075107,0.251050118075107
122,-0.97,0.650000000000001,0.00139360389107201,0.139360389107201
123,-0.97,0.680000000000002,7.9664373160423E-05,0.0079664373160423
124,-0.97,0.710000000000002,0.00145346555629444,0.145346555629444
125,-0.97,0.740000000000002,0.00322891968448192,0.322891968448192
126,-0.97,0.770000000000002,0.00527080498777415,0.527080498777415
127,-0.97,0.800000000000002,0.00760418941107609,0.760418941107609
128,-0.97,0.830000000000002,0.0102550898630053,1.02550898630053
129,-0.97,0.860000000000002,0.0132504603981673,1.32504603981673
130,-0.97,0.890000000000002,0.0166181806054998,1.66181806054998
131,-0.97,0.920000000000002,0.0203870441818546,2.03870441818546
132,-0.97,0.950000000000002,0.0245867476937026,2.45867476937026
133,-0.97,0.980000000000002,0.029247879524135,2.9247879524135
134,-0.94,-1,0.0670836377564957,6.70836377564957
135,-0.94,-0.97,0.0574647616514681,5.74647616514681
136,-0.94,-0.94,0.0487457038884737,4.87457038884737
137,-0.94,-0.91,0.0408691857216755,4.08691857216755
138,-0.94,-0.88,0.0337800631253964,3.37800631253964
139,-0.94,-0.85,0.0274252926734106,2.74252926734106
140,-0.94,-0.82,0.0217538981065243,2.17538981065243
141,-0.94,-0.79,0.0167169375828444,1.67169375828444
142,-0.94,-0.76,0.0122674715846192,1.22674715846192
143,-0.94,-0.73,0.00836053147923272,0.836053147923272
144,-0.94,-0.7,0.0049530887038748,0.49530887038748
145,-0.94,-0.67,0.00200402457170602,0.200402457170602
146,-0.94,-0.64,0.000525899320988789,0.0525899320988789
147,-0.94,-0.61,0.00267407010158938,0.267407010158938
148,-0.94,-0.58,0.00447605204918627,0.447605204918627
149,-0.94,-0.55,0.0059656144654536,0.59656144654536
150,-0.94,-0.52,0.00717475899554643,0.717475899554643
151,-0.94,-0.49,0.00813374641202839,0.813374641202839
152,-0.94,-0.46,0.00887112287870085,0.887112287870085
153,-0.94,-0.429999999999999,0.00941374569865728,0.941374569865728
154,-0.94,-0.4,0.00978680856723914,0.978680856723914
155,-0.94,-0.369999999999999,0.0100138663316918,1.00138663316918
156,-0.94,-0.339999999999999,0.0101168592790825,1.01168592790825
157,-0.94,-0.309999999999999,0.010116136950602,1.0116136950602
158,-0.94,-0.279999999999999,0.0100304815087185,1.00304815087185
159,-0.94,-0.249999999999999,0.00987713064979882,0.987713064979882
160,-0.94,-0.219999999999999,0.00967180008624399,0.967180008624399
161,-0.94,-0.189999999999999,0.00942870560261938,0.942870560261938
162,-0.94,-0.159999999999999,0.0091605846924489,0.91605846924489
163,-0.94,-0.129999999999999,0.00887871778942196,0.887871778942196
164,-0.94,-0.0999999999999992,0.00859294910293622,0.859294910293622
165,-0.94,-0.0699999999999992,0.00831170705892622,0.831170705892622
166,-0.94,-0.0399999999999991,0.00804202436406845,0.804202436406844
167,-0.94,-0.00999999999999912,0.00778955769819708,0.778955769819708
168,-0.94,0.0200000000000009,0.00755860703850172,0.755860703850172
169,-0.94,0.0500000000000009,0.00735213463129171,0.735213463129171
170,-0.94,0.080000000000001,0.00717178361721776,0.717178361721776
171,-0.94,0.110000000000001,0.0070178963074302,0.70178963074302
172,-0.94,0.140000000000001,0.00688953213573875,0.688953213573875
173,-0.94,0.170000000000001,0.00678448528246437,0.678448528246437
174,-0.94,0.200000000000001,0.00669930197329543,0.669930197329543
175,-0.94,0.230000000000001,0.00662929747551826,0.662929747551826
176,-0.94,0.260000000000001,0.00656857278376961,0.656857278376961
177,-0.94,0.290000000000001,0.00651003100239744,0.651003100239744
178,-0.94,0.320000000000001,0.00644539345080675,0.644539345080675
179,-0.94,0.350000000000001,0.00636521546419584,0.636521546419584
180,-0.94,0.380000000000001,0.00625890192776213,0.625890192776213
181,-0.94,0.410000000000001,0.00611472253191343,0.611472253191343
182,-0.94,0.440000000000001,0.00591982676124166,0.591982676124166
183,-0.94,0.470000000000001,0.00566025861875271,0.566025861875271
184,-0.94,0.500000000000001,0.00532097109413106,0.532097109413106
185,-0.94,0.530000000000001,0.00488584038813762,0.488584038813762
186,-0.94,0.560000000000001,0.00433767987598565,0.433767987598565
187,-0.94,0.590000000000001,0.00365825384470623,0.365825384470623
188,-0.94,0.620000000000001,0.00282829099100201,0.282829099100201
189,-0.94,0.650000000000001,0.0018274976801244,0.18274976801244
190,-0.94,0.680000000000002,0.000634570988423625,0.0634570988423625
191,-0.94,0.710000000000002,0.000772788473454113,0.0772788473454113
192,-0.94,0.740000000000002,0.00241786396238532,0.241786396238532
193,-0.94,0.770000000000002,0.00432491021411666,0.432491021411666
194,-0.94,0.800000000000002,0.00651914125274848,0.651914125274848
195,-0.94,0.830000000000002,0.00902671841639881,0.902671841639881
196,-0.94,0.860000000000002,0.0118747385731714,1.18747385731714
197,-0.94,0.890000000000002,0.0150912225322173,1.50912225322173
198,-0.94,0.920000000000002,0.0187051036514539,1.87051036514539
199,-0.94,0.950000000000002,0.022746216622082,2.2746216622082
200,-0.94,0.980000000000002,0.0272452864460579,2.72452864460579
201,-0.91,-1,0.0610823473718664,6.10823473718664
202,-0.91,-0.97,0.0518857667580132,5.18857667580132
203,-0.91,-0.94,0.0435725598517946,4.35725598517946
204,-0.91,-0.91,0.0360857608603651,3.60857608603651
205,-0.91,-0.88,0.0293705337566757,2.93705337566757
206,-0.91,-0.85,0.0233741382585409,2.33741382585409
207,-0.91,-0.82,0.0180458965010849,1.80458965010849
208,-0.91,-0.79,0.0133371603832663,1.33371603832663
209,-0.91,-0.76,0.00920127957484717,0.920127957484717
210,-0.91,-0.73,0.00559357016974769,0.559357016974769
211,-0.91,-0.7,0.00247128396355399,0.247128396355399
212,-0.91,-0.67,0.000206421650164089,0.0206421650164089
213,-0.91,-0.64,0.0024785131848691,0.24785131848691
214,-0.91,-0.61,0.00438210998169577,0.438210998169577
215,-0.91,-0.58,0.0059525125521023,0.59525125521023
216,-0.91,-0.55,0.00722323037107703,0.722323037107703
217,-0.91,-0.52,0.00822600911209247,0.822600911209247
218,-0.91,-0.49,0.00899085735814919,0.899085735814919
219,-0.91,-0.46,0.00954607278464606,0.954607278464606
220,-0.91,-0.429999999999999,0.0099182678366149,0.99182678366149
221,-0.91,-0.4,0.0101323949062146,1.01323949062146
222,-0.91,-0.369999999999999,0.0102117710218113,1.02117710218113
223,-0.91,-0.339999999999999,0.0101781020661412,1.01781020661412
224,-0.91,-0.309999999999999,0.0100515065234971,1.00515065234971
225,-0.91,-0.279999999999999,0.00985053877866289,0.985053877866289
226,-0.91,-0.249999999999999,0.00959221196486043,0.959221196486043
227,-0.91,-0.219999999999999,0.00929202038416311,0.929202038416311
228,-0.91,-0.189999999999999,0.00896396149861259,0.896396149861258
229,-0.91,-0.159999999999999,0.00862055750868811,0.862055750868811
230,-0.91,-0.129999999999999,0.00827287652364869,0.827287652364869
231,-0.91,-0.0999999999999992,0.00793055333901432,0.793055333901432
232,-0.91,-0.0699999999999992,0.00760180982182176,0.760180982182176
233,-0.91,-0.0399999999999991,0.00729347491807408,0.729347491807408
234,-0.91,-0.00999999999999912,0.0070110042905621,0.70110042905621
235,-0.91,0.0200000000000009,0.00675849959233052,0.675849959233051
236,-0.91,0.0500000000000009,0.0065387273828452,0.65387273828452
237,-0.91,0.080000000000001,0.00635313770538083,0.635313770538083
238,-0.91,0.110000000000001,0.0062018823126501,0.62018823126501
239,-0.91,0.140000000000001,0.00608383256900968,0.608383256900968
240,-0.91,0.170000000000001,0.00599659702850458,0.599659702850458
241,-0.91,0.200000000000001,0.00593653868740304,0.593653868740304
242,-0.91,0.230000000000001,0.00589879193291662,0.589879193291662
243,-0.91,0.260000000000001,0.00587727918381874,0.587727918381874
244,-0.91,0.290000000000001,0.00586472723544053,0.586472723544053
245,-0.91,0.320000000000001,0.00585268331484599,0.585268331484599
246,-0.91,0.350000000000001,0.00583153084147219,0.583153084147219
247,-0.91,0.380000000000001,0.00579050492584651,0.579050492584651
248,-0.91,0.410000000000001,0.00571770757682781,0.571770757682781
249,-0.91,0.440000000000001,0.00560012265816757,0.560012265816757
250,-0.91,0.470000000000001,0.00542363057033569,0.542363057033569
251,-0.91,0.500000000000001,0.00517302268458239,0.517302268458239
252,-0.91,0.530000000000001,0.00483201552563605,0.483201552563605
253,-0.91,0.560000000000001,0.00438326470454417,0.438326470454417
254,-0.91,0.590000000000001,0.00380837861954765,0.380837861954765
255,-0.91,0.620000000000001,0.00308793191553345,0.308793191553345
256,-0.91,0.650000000000001,0.0022014787145521,0.22014787145521
257,-0.91,0.680000000000002,0.00112756562399972,0.112756562399972
258,-0.91,0.710000000000002,0.000156255476813292,0.0156255476813292
259,-0.91,0.740000000000002,0.00167341486264005,0.167341486264005
260,-0.91,0.770000000000002,0.0034483126108607,0.34483126108607
261,-0.91,0.800000000000002,0.00550630643894704,0.550630643894704
262,-0.91,0.830000000000002,0.00787369975939699,0.787369975939699
263,-0.91,0.860000000000002,0.010577729924419,1.0577729924419
264,-0.91,0.890000000000002,0.0136465566680309,1.36465566680309
265,-0.91,0.920000000000002,0.0171092507381096,1.71092507381096
266,-0.91,0.950000000000002,0.0209957827122813,2.09957827122813
267,-0.91,0.980000000000002,0.0253370119976223,2.53370119976223
268,-0.88,-1,0.0554608913439124,5.54608913439124
269,-0.88,-0.97,0.0466710617118492,4.66710617118492
270,-0.88,-0.94,0.0387485955739899,3.87485955739899
271,-0.88,-0.91,0.0316368347231058,3.16368347231058
272,-0.88,-0.88,0.0252812458465751,2.52812458465751
273,-0.88,-0.85,0.0196293866073013,1.96293866073013
274,-0.88,-0.82,0.0146308724147464,1.46308724147464
275,-0.88,-0.79,0.0102373438729075,1.02373438729075
276,-0.88,-0.76,0.00640243487790354,0.640243487790354
277,-0.88,-0.73,0.00308174136729035,0.308174136729035
278,-0.88,-0.7,0.000232790687946991,0.0232790687946991
279,-0.88,-0.67,0.00218498841971882,0.218498841971882
280,-0.88,-0.64,0.00421029523898924,0.421029523898924
281,-0.88,-0.61,0.00587998591446663,0.587998591446663
282,-0.88,-0.58,0.00722910171082135,0.722910171082135
283,-0.88,-0.55,0.00829089672539214,0.829089672539214
284,-0.88,-0.52,0.00909686504577172,0.909686504577172
285,-0.88,-0.49,0.00967676738116497,0.967676738116497
286,-0.88,-0.46,0.0100586571743743,1.00586571743743
287,-0.88,-0.429999999999999,0.0102689061998452,1.02689061998452
288,-0.88,-0.4,0.0103322296741965,1.03322296741965
289,-0.88,-0.369999999999999,0.0102717108737139,1.02717108737139
290,-0.88,-0.339999999999999,0.010108825282722,1.0108825282722
291,-0.88,-0.309999999999999,0.00986346427538044,0.986346427538044
292,-0.88,-0.279999999999999,0.00955395834789198,0.955395834789198
293,-0.88,-0.249999999999999,0.00919709990365723,0.919709990365723
294,-0.88,-0.219999999999999,0.00880816561090887,0.880816561090887
295,-0.88,-0.189999999999999,0.00840093833142833,0.840093833142833
296,-0.88,-0.159999999999999,0.00798772864044991,0.798772864044991
297,-0.88,-0.129999999999999,0.00757939593914827,0.757939593914827
298,-0.88,-0.0999999999999992,0.00718536917286674,0.718536917286674
299,-0.88,-0.0699999999999992,0.00681366716284071,0.681366716284071
300,-0.88,-0.0399999999999991,0.00647091855738119,0.647091855738119
301,-0.88,-0.00999999999999912,0.006162381417264,0.6162381417264
302,-0.88,0.0200000000000009,0.00589196243594017,0.589196243594017
303,-0.88,0.0500000000000009,0.00566223580609228,0.566223580609228
304,-0.88,0.080000000000001,0.00547446174600538,0.547446174600538
305,-0.88,0.110000000000001,0.00532860467520827,0.532860467520827
306,-0.88,0.140000000000001,0.00522335107277649,0.522335107277649
307,-0.88,0.170000000000001,0.00515612700317615,0.515612700317615
308,-0.88,0.200000000000001,0.0051231153280662,0.51231153280662
309,-0.88,0.230000000000001,0.00511927260521261,0.511927260521261
310,-0.88,0.260000000000001,0.00513834569382826,0.513834569382826
311,-0.88,0.290000000000001,0.00517288804452034,0.517288804452034
312,-0.88,0.320000000000001,0.00521427572231724,0.521427572231724
313,-0.88,0.350000000000001,0.00525272312304528,0.525272312304528
314,-0.88,0.380000000000001,0.00527729843094382,0.527729843094382
315,-0.88,0.410000000000001,0.00527593878935008,0.527593878935008
316,-0.88,0.440000000000001,0.00523546521385571,0.523546521385571
317,-0.88,0.470000000000001,0.00514159724230356,0.514159724230356
318,-0.88,0.500000000000001,0.00497896732844408,0.497896732844408
319,-0.88,0.530000000000001,0.00473113498856937,0.473113498856937
320,-0.88,0.560000000000001,0.00438060070211724,0.438060070211724
321,-0.88,0.590000000000001,0.0039088195736778,0.39088195736778
322,-0.88,0.620000000000001,0.00329621476205348,0.329621476205348
323,-0.88,0.650000000000001,0.00252219067593837,0.252219067593837
324,-0.88,0.680000000000002,0.00156514595011504,0.156514595011504
325,-0.88,0.710000000000002,0.000402486199790989,0.0402486199790989
326,-0.88,0.740000000000002,0.000989363435433834,0.0989363435433834
327,-0.88,0.770000000000002,0.00263494597021943,0.263494597021943
328,-0.88,0.800000000000002,0.00455976044300065,0.455976044300065
329,-0.88,0.830000000000002,0.00679024999907622,0.679024999907622
330,-0.88,0.860000000000002,0.0093537901617748,0.93537901617748
331,-0.88,0.890000000000002,0.0122786773045644,1.22786773045644
332,-0.88,0.920000000000002,0.015594117312568,1.5594117312568
333,-0.88,0.950000000000002,0.01933021441827,1.933021441827
334,-0.88,0.980000000000002,0.0235179602366514,2.35179602366514
335,-0.85,-1,0.0502028182505443,5.02028182505443
336,-0.85,-0.97,0.0418044298478894,4.18044298478894
337,-0.85,-0.94,0.0342578267420864,3.42578267420864
338,-0.85,-0.91,0.0275066529831901,2.75066529831901
339,-0.85,-0.88,0.0214966727244255,2.14966727244255
340,-0.85,-0.85,0.0161757364096842,1.61757364096842
341,-0.85,-0.82,0.0114937476414933,1.14937476414933
342,-0.85,-0.79,0.00740263072324603,0.740263072324603
343,-0.85,-0.76,0.00385629885246474,0.385629885246474
344,-0.85,-0.73,0.000810622960599675,0.0810622960599675
345,-0.85,-0.7,0.00177659882890309,0.177659882890309
346,-0.85,-0.67,0.00394567112974002,0.394567112974002
347,-0.85,-0.64,0.00573503062515452,0.573503062515452
348,-0.85,-0.61,0.0071812748200363,0.71812748200363
349,-0.85,-0.58,0.00831919022343744,0.831919022343743
350,-0.85,-0.55,0.00918177997524136,0.918177997524136
351,-0.85,-0.52,0.00980029093141197,0.980029093141197
352,-0.85,-0.49,0.0102042402181445,1.02042402181445
353,-0.85,-0.46,0.010421441267553,1.0421441267553
354,-0.85,-0.429999999999999,0.010478029347909,1.0478029347909
355,-0.85,-0.4,0.0103984865995082,1.03984865995082
356,-0.85,-0.369999999999999,0.0102056665855067,1.02056665855067
357,-0.85,-0.339999999999999,0.0099208183717093,0.99208183717093
358,-0.85,-0.309999999999999,0.00956361014295783,0.956361014295783
359,-0.85,-0.279999999999999,0.00915215237176396,0.915215237176396
360,-0.85,-0.249999999999999,0.00870302053868028,0.870302053868028
361,-0.85,-0.219999999999999,0.00823127742984032,0.823127742984032
362,-0.85,-0.189999999999999,0.00775049500518229,0.775049500518229
363,-0.85,-0.159999999999999,0.00727277585955559,0.727277585955559
364,-0.85,-0.129999999999999,0.00680877427799037,0.680877427799037
365,-0.85,-0.0999999999999992,0.00636771689746269,0.636771689746269
366,-0.85,-0.0699999999999992,0.00595742298271057,0.595742298271057
367,-0.85,-0.0399999999999991,0.00558432432615951,0.558432432615951
368,-0.85,-0.00999999999999912,0.00525348477855776,0.525348477855776
369,-0.85,0.0200000000000009,0.00496861941879785,0.496861941879785
370,-0.85,0.0500000000000009,0.00473211337072041,0.473211337072041
371,-0.85,0.080000000000001,0.00454504027775706,0.454504027775706
372,-0.85,0.110000000000001,0.00440718043458136,0.440718043458136
373,-0.85,0.140000000000001,0.00431703859544953,0.431703859544953
374,-0.85,0.170000000000001,0.00427186145486636,0.427186145486636
375,-0.85,0.200000000000001,0.00426765481420951,0.426765481420951
376,-0.85,0.230000000000001,0.00429920043795842,0.429920043795842
377,-0.85,0.260000000000001,0.00436007261181243,0.436007261181243
378,-0.85,0.290000000000001,0.00444265439770766,0.444265439770766
379,-0.85,0.320000000000001,0.00453815360955587,0.453815360955586
380,-0.85,0.350000000000001,0.00463661848901513,0.463661848901513
381,-0.85,0.380000000000001,0.00472695313110013,0.472695313110013
382,-0.85,0.410000000000001,0.00479693260573207,0.479693260573207
383,-0.85,0.440000000000001,0.00483321784140976,0.483321784140976
384,-0.85,0.470000000000001,0.00482137023386207,0.482137023386206
385,-0.85,0.500000000000001,0.00474586600605518,0.474586600605518
386,-0.85,0.530000000000001,0.00459011031637595,0.459011031637595
387,-0.85,0.560000000000001,0.00433645112764297,0.433645112764297
388,-0.85,0.590000000000001,0.00396619283282764,0.396619283282764
389,-0.85,0.620000000000001,0.00345960965323631,0.345960965323631
390,-0.85,0.650000000000001,0.0027959587980351,0.27959587980351
391,-0.85,0.680000000000002,0.00195349341297649,0.195349341297649
392,-0.85,0.710000000000002,0.000909475300591706,0.0909475300591706
393,-0.85,0.740000000000002,0.000359812565754725,0.0359812565754725
394,-0.85,0.770000000000002,0.00187905375054615,0.187905375054615
395,-0.85,0.800000000000002,0.00367388625376174,0.367388625376174
396,-0.85,0.830000000000002,0.00577089062353739,0.577089062353739
397,-0.85,0.860000000000002,0.00819757825699837,0.819757825699837
398,-0.85,0.890000000000002,0.0109823798965494,1.09823798965494
399,-0.85,0.920000000000002,0.0141546343188638,1.41546343188638
400,-0.85,0.950000000000002,0.0177445772017806,1.77445772017806
401,-0.85,0.980000000000002,0.0217833301777602,2.17833301777602
402,-0.82,-1,0.0452921500360417,4.52921500360417
403,-0.82,-0.97,0.0372701241951166,3.72701241951166
404,-0.82,-0.94,0.0300847351070381,3.00847351070381
405,-0.82,-0.91,0.0236799237816457,2.36799237816457
406,-0.82,-0.88,0.0180017466295618,1.80017466295618
407,-0.82,-0.85,0.0129983417473261,1.29983417473261
408,-0.82,-0.82,0.00861989588018653,0.861989588018653
409,-0.82,-0.79,0.00481861206198949,0.481861206198949
410,-0.82,-0.76,0.00154867789946109,0.154867789946109
411,-0.82,-0.73,0.00123376549859373,0.123376549859373
412,-0.82,-0.7,0.00357065397556552,0.357065397556552
413,-0.82,-0.67,0.00550203016870355,0.550203016870355
414,-0.82,-0.64,0.00706607275825985,0.706607275825985
415,-0.82,-0.61,0.00829912514012161,0.829912514012161
416,-0.82,-0.58,0.00923572352343846,0.923572352343845
417,-0.82,-0.55,0.00990862448537391,0.990862448537392
418,-0.82,-0.52,0.010348831975057,1.0348831975057
419,-0.82,-0.49,0.0105856237957672,1.05856237957672
420,-0.82,-0.46,0.0106465775667089,1.06465775667089
421,-0.82,-0.429999999999999,0.0105575961840925,1.05575961840925
422,-0.82,-0.4,0.0103429327850498,1.03429327850498
423,-0.82,-0.369999999999999,0.0100252152320457,1.00252152320457
424,-0.82,-0.339999999999999,0.00962547012716905,0.962547012716905
425,-0.82,-0.309999999999999,0.00916314636107768,0.916314636107768
426,-0.82,-0.279999999999999,0.00865613822091704,0.865613822091704
427,-0.82,-0.249999999999999,0.00812080804796304,0.812080804796304
428,-0.82,-0.219999999999999,0.00757200847386313,0.757200847386313
429,-0.82,-0.189999999999999,0.00702310423151841,0.702310423151841
430,-0.82,-0.159999999999999,0.00648599355626684,0.648599355626684
431,-0.82,-0.129999999999999,0.00597112918614086,0.597112918614086
432,-0.82,-0.0999999999999992,0.00548753896748759,0.548753896748759
433,-0.82,-0.0699999999999992,0.00504284607902437,0.504284607902437
434,-0.82,-0.0399999999999991,0.00464328887480027,0.464328887480026
435,-0.82,-0.00999999999999912,0.00429374036684082,0.429374036684082
436,-0.82,0.0200000000000009,0.00399772734324656,0.399772734324656
437,-0.82,0.0500000000000009,0.00375744913489577,0.375744913489577
438,-0.82,0.080000000000001,0.00357379604334553,0.357379604334553
439,-0.82,0.110000000000001,0.00344636742413819,0.344636742413819
440,-0.82,0.140000000000001,0.00337348944806063,0.337348944806063
441,-0.82,0.170000000000001,0.00335223253923358,0.335223253923358
442,-0.82,0.200000000000001,0.00337842849491609,0.337842849491609
443,-0.82,0.230000000000001,0.0034466873006208,0.344668730062079
444,-0.82,0.260000000000001,0.00355041364376231,0.355041364376231
445,-0.82,0.290000000000001,0.00368182312859189,0.368182312859189
446,-0.82,0.320000000000001,0.00383195821180156,0.383195821180156
447,-0.82,0.350000000000001,0.00399070383848091,0.399070383848091
448,-0.82,0.380000000000001,0.00414680282501846,0.414680282501846
449,-0.82,0.410000000000001,0.00428787095137875,0.428787095137875
